EC,EnzymeName
5.1.3.29,L-fucose mutarotase
5.1.3.3,aldose 1-epimerase
5.1.3.30,D-psicose/D-tagatose/L-ribulose 3-epimerase
5.1.3.32,L-rhamnose mutarotase
5.1.3.4,L-ribulose-5-phosphate 4-epimerase
5.1.3.5,UDP-arabinose 4-epimerase
5.1.3.6,UDP-glucuronate 4-epimerase
5.1.3.7,UDP-N-acetylglucosamine/UDP-N-acetyl-alpha-D-glucosaminouronate 4-epimerase
5.1.3.8,N-acylglucosamine 2-epimerase
5.1.3.9,N-acylglucosamine-6-phosphate 2-epimerase
5.1.3.n2,5.1.3.n2
5.1.99.1,methylmalonyl-CoA/ethylmalonyl-CoA epimerase
5.1.99.3,allantoin racemase
5.1.99.4,alpha-methylacyl-CoA racemase
5.1.99.5,hydantoin racemase
5.1.99.6,NAD(P)H-hydrate epimerase
5.1.99.8,"7,8-dihydroneopterin aldolase/epimerase/oxygenase"
5.2.1.2,maleylacetoacetate isomerase
5.2.1.5,linoleate isomerase
5.2.1.8,peptidylprolyl isomerase
5.3.1.1,triosephosphate isomerase (TIM)
5.3.1.12,glucuronate isomerase
5.3.1.13,arabinose 5-phosphate isomerase
5.3.1.14,L-rhamnose isomerase
5.3.1.15,D-lyxose ketol-isomerase
5.3.1.16,phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
5.3.1.17,4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase
5.3.1.22,hydroxypyruvate isomerase
5.3.1.23,methylthioribose-1-phosphate isomerase
5.3.1.24,phosphoribosylanthranilate isomerase
5.3.1.25,L-fucose/D-arabinose isomerase
5.3.1.26,galactose-6-phosphate isomerase
5.3.1.27,6-phospho-3-hexuloisomerase
5.3.1.28,D-sedoheptulose 7-phosphate isomerase
5.3.1.29,"ribose 1,5-bisphosphate isomerase"
5.3.1.3,L-fucose/D-arabinose isomerase
5.3.1.30,5-deoxy-glucuronate isomerase
5.3.1.31,sulfoquinovose isomerase
5.3.1.32,"(4S)-4-hydroxy-5-phosphonooxypentane-2,3-dione isomerase"
5.3.1.35,2-dehydrotetronate isomerase
5.3.1.4,L-arabinose isomerase
5.3.1.5,xylose isomerase
5.3.1.6,ribose 5-phosphate isomerase A
5.3.1.7,mannose isomerase
5.3.1.8,mannose-6-phosphate isomerase
5.3.1.9,glucose-6-phosphate isomerase
5.3.2.1,phenylpyruvate tautomerase
5.3.2.2,oxaloacetate tautomerase
5.3.2.3,"TDP-4-oxo-6-deoxy-alpha-D-glucose-3,4-oxoisomerase"
5.3.2.6,4-oxalocrotonate tautomerase
5.3.2.n1,5.3.2.n1
5.3.3.10,5-carboxymethyl-2-hydroxymuconate isomerase
5.3.3.14,3-hydroxyacyl-[acyl-carrier protein] dehydratase / trans-2-decenoyl-[acyl-carrier protein] isomerase
5.3.3.17,"trans-2,3-dihydro-3-hydroxyanthranilate isomerase"
5.3.3.18,"2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase"
5.3.3.2,isopentenyl-diphosphate Delta-isomerase
5.3.3.3,4-hydroxybutyryl-CoA dehydratase / vinylacetyl-CoA-Delta-isomerase
5.3.3.4,muconolactone D-isomerase
5.3.3.6,methylitaconate Delta-isomerase
5.3.3.8,3-hydroxyacyl-CoA dehydrogenase / enoyl-CoA hydratase / 3-hydroxybutyryl-CoA epimerase / enoyl-CoA isomerase
5.3.4.1,thiol:disulfide interchange protein DsbC
5.3.99.10,thiazole tautomerase (transcriptional regulator TenI)
5.3.99.n1,5.3.99.n1
5.4.1.2,precorrin-8X methylmutase
5.4.2.1,Transferred to 5.4.2.11 and 5.4.2.12
5.4.2.10,phosphoglucosamine mutase
5.4.2.11,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase"
5.4.2.12,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
5.4.2.2,phosphoglucomutase
5.4.2.3,phosphoacetylglucosamine mutase
5.4.2.6,beta-phosphoglucomutase
5.4.2.7,phosphopentomutase
5.4.2.8,phosphomannomutase
5.4.2.9,phosphoenolpyruvate phosphomutase
5.4.3.2,"lysine 2,3-aminomutase"
5.4.3.3,"beta-lysine 5,6-aminomutase alpha subunit"
5.4.3.6,"MIO-dependent L-tyrosine 2,3-aminomutase"
5.4.3.8,"glutamate-1-semialdehyde 2,1-aminomutase"
5.4.3.9,"glutamate 2,3-aminomutase"
5.4.4.2,salicylate biosynthesis isochorismate synthase
5.4.99.1,methylaspartate mutase sigma subunit
5.4.99.12,tRNA pseudouridine38-40 synthase
5.4.99.13,isobutyryl-CoA mutase
5.4.99.16,maltose alpha-D-glucosyltransferase / alpha-amylase
5.4.99.18,5-(carboxyamino)imidazole ribonucleotide mutase
5.4.99.19,16S rRNA pseudouridine516 synthase
5.4.99.2,methylmalonyl-CoA mutase
5.4.99.20,23S rRNA pseudouridine2457 synthase
5.4.99.21,23S rRNA pseudouridine2604 synthase
5.4.99.22,23S rRNA pseudouridine2605 synthase
5.4.99.23,23S rRNA pseudouridine1911/1915/1917 synthase
5.4.99.24,23S rRNA pseudouridine955/2504/2580 synthase
5.4.99.25,tRNA pseudouridine55 synthase
5.4.99.26,tRNA pseudouridine65 synthase
5.4.99.27,tRNA pseudouridine13 synthase
5.4.99.28,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase
5.4.99.29,tRNA pseudouridine32 synthase / 23S rRNA pseudouridine746 synthase
5.4.99.4,2-methyleneglutarate mutase
5.4.99.43,21S rRNA pseudouridine2819 synthase
5.4.99.5,chorismate mutase
5.4.99.60,precorrin-8X/cobalt-precorrin-8 methylmutase
5.4.99.61,precorrin-8X/cobalt-precorrin-8 methylmutase
5.4.99.62,D-ribose pyranase
5.4.99.9,UDP-galactopyranose mutase
5.5.1.1,muconate cycloisomerase
5.5.1.2,"3-carboxy-cis,cis-muconate cycloisomerase"
5.5.1.4,myo-inositol-1-phosphate synthase
5.5.1.5,"carboxy-cis,cis-muconate cyclase"
5.5.1.6,chalcone isomerase
5.5.1.7,chloromuconate cycloisomerase
5.99.1.2,DNA topoisomerase
5.99.1.3,DNA topoisomerase (ATP-hydrolysing)
6.1.1.1,tyrosyl-tRNA synthetase
6.1.1.10,methionyl-tRNA synthetase
6.1.1.11,seryl-tRNA synthetase
6.1.1.12,aspartyl-tRNA synthetase
6.1.1.13,D-alanine--poly(phosphoribitol) ligase subunit 1
6.1.1.14,glycyl-tRNA synthetase alpha chain
6.1.1.15,prolyl-tRNA synthetase
6.1.1.16,cysteinyl-tRNA synthetase
6.1.1.17,glutamyl-tRNA synthetase
6.1.1.18,glutaminyl-tRNA synthetase
6.1.1.19,arginyl-tRNA synthetase
6.1.1.2,tryptophanyl-tRNA synthetase
6.1.1.20,phenylalanyl-tRNA synthetase alpha chain
6.1.1.21,histidyl-tRNA synthetase
6.1.1.22,asparaginyl-tRNA synthetase
6.1.1.23,nondiscriminating aspartyl-tRNA synthetase
6.1.1.24,nondiscriminating glutamyl-tRNA synthetase
6.1.1.3,threonyl-tRNA synthetase
6.1.1.4,leucyl-tRNA synthetase
6.1.1.5,isoleucyl-tRNA synthetase
6.1.1.6,"lysyl-tRNA synthetase, class I"
6.1.1.7,alanyl-tRNA synthetase
6.1.1.9,valyl-tRNA synthetase
6.1.2.1,D-alanine---(R)-lactate ligase
6.2.1.1,acetyl-CoA synthetase
6.2.1.12,4-coumarate--CoA ligase
6.2.1.13,acetate---CoA ligase (ADP-forming) subunit alpha
6.2.1.14,6-carboxyhexanoate--CoA ligase
6.2.1.16,acetoacetyl-CoA synthetase
6.2.1.17,propionyl-CoA synthetase
6.2.1.20,long-chain-fatty-acid--[acyl-carrier-protein] ligase
6.2.1.22,[citrate (pro-3S)-lyase] ligase
6.2.1.25,4-hydroxybenzoate-CoA ligase
6.2.1.26,o-succinylbenzoate---CoA ligase
6.2.1.27,4-hydroxybenzoate-CoA ligase
6.2.1.3,long-chain-fatty-acid---CoA ligase
6.2.1.30,phenylacetate-CoA ligase
6.2.1.33,4-chlorobenzoate-CoA ligase
6.2.1.48,carnitine-CoA ligase
6.2.1.5,succinyl-CoA synthetase alpha subunit
6.3.1.1,aspartate--ammonia ligase
6.3.1.11,gamma-glutamylputrescine synthase
6.3.1.12,D-aspartate ligase
6.3.1.13,L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase
6.3.1.19,proteasome accessory factor A
6.3.1.2,glutamine synthetase
6.3.1.20,lipoate---protein ligase
6.3.1.5,NAD+ synthase
6.3.1.8,glutathionylspermidine amidase/synthetase
6.3.2.1,pantoate--beta-alanine ligase
6.3.2.10,Alr-MurF fusion protein
6.3.2.12,dihydrofolate synthase / folylpolyglutamate synthase
6.3.2.13,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase"
6.3.2.14,bifunctional isochorismate lyase / aryl carrier protein
6.3.2.17,folylpolyglutamate synthase
6.3.2.2,glutamate--cysteine ligase
6.3.2.29,cyanophycin synthetase
6.3.2.3,glutathione synthase
6.3.2.31,coenzyme F420-0:L-glutamate ligase / coenzyme F420-1:gamma-L-glutamate ligase
6.3.2.37,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate---D-lysine ligase
6.3.2.38,N2-citryl-N6-acetyl-N6-hydroxylysine synthase
6.3.2.39,aerobactin synthase
6.3.2.4,D-alanine-D-alanine ligase
6.3.2.45,UDP-N-acetylmuramate: L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase
6.3.2.49,L-alanine-L-anticapsin ligase
6.3.2.5,phosphopantothenoylcysteine decarboxylase / phosphopantothenate---cysteine ligase
6.3.2.6,phosphoribosylaminoimidazole carboxylase / phosphoribosylaminoimidazole-succinocarboxamide synthase
6.3.2.7,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase
6.3.2.8,UDP-N-acetylmuramate--alanine ligase
6.3.2.9,UDP-N-acetylmuramoylalanine--D-glutamate ligase
6.3.3.1,phosphoribosylformylglycinamidine cyclo-ligase
6.3.3.2,glutamate formiminotransferase / 5-formyltetrahydrofolate cyclo-ligase
6.3.3.3,dethiobiotin synthetase
6.3.4.13,phosphoribosylamine---glycine ligase
6.3.4.14,acetyl-CoA carboxylase / biotin carboxylase 2
6.3.4.15,biotin---protein ligase
6.3.4.18,5-(carboxyamino)imidazole ribonucleotide synthase
6.3.4.19,tRNA(Ile)-lysidine synthase
6.3.4.2,CTP synthase
6.3.4.20,7-cyano-7-deazaguanine synthase
6.3.4.21,nicotinate phosphoribosyltransferase
6.3.4.22,tRNA(Ile2)-agmatinylcytidine synthase
6.3.4.23,5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase
6.3.4.3,methylenetetrahydrofolate dehydrogenase (NADP+) / methenyltetrahydrofolate cyclohydrolase / formyltetrahydrofolate synthetase
6.3.4.4,adenylosuccinate synthase
6.3.4.5,argininosuccinate synthase
6.3.4.6,urea carboxylase
6.3.5.1,NAD+ synthase (glutamine-hydrolysing)
6.3.5.10,adenosylcobyric acid synthase
6.3.5.11,"cobyrinic acid a,c-diamide synthase"
6.3.5.12,"Ni-sirohydrochlorin a,c-diamide synthase"
6.3.5.2,GMP synthase (glutamine-hydrolysing)
6.3.5.3,phosphoribosylformylglycinamidine synthase
6.3.5.4,asparagine synthase (glutamine-hydrolysing)
6.3.5.5,carbamoyl-phosphate synthase
6.3.5.6,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A
6.3.5.7,aspartyl-tRNA(Asn)/glutamyl-tRNA(Gln) amidotransferase subunit A
6.3.5.8,aminodeoxychorismate synthase
6.3.5.9,"cobyrinic acid a,c-diamide synthase"
6.4.1.1,pyruvate carboxylase
6.4.1.2,acetyl-CoA carboxylase / biotin carboxylase 2
6.4.1.3,acetyl-CoA/propionyl-CoA carboxylase
6.4.1.6,"acetone carboxylase, alpha subunit"
6.4.1.7,2-oxoglutarate carboxylase large subunit
6.4.1.8,acetophenone carboxylase
6.5.1.1,bifunctional non-homologous end joining protein LigD
6.5.1.2,DNA ligase (NAD+)
6.5.1.3,RNA-editing ligase
6.5.1.4,RNA 3'-terminal phosphate cyclase (ATP)
6.6.1.1,magnesium chelatase subunit H
6.6.1.2,cobaltochelatase CobN
7.1.1.1,proton-translocating NAD(P)+ transhydrogenase
7.1.1.2,NADH-quinone oxidoreductase subunit A
7.1.1.3,cytochrome o ubiquinol oxidase subunit II
7.1.1.7,cytochrome bd-I ubiquinol oxidase subunit X
7.1.2.2,F-type H+/Na+-transporting ATPase subunit alpha
7.1.3.1,H+-translocating diphosphatase
7.2.1.1,Na+-transporting NADH:ubiquinone oxidoreductase subunit A
7.2.2.5,manganese/zinc transport system ATP-binding protein
7.2.2.6,potassium-transporting ATPase ATP-binding subunit
7.2.2.7,iron(III) transport system ATP-binding protein
7.2.2.8,copper-transporting P-type ATPase V
7.2.4.1,carboxybiotin decarboxylase
7.2.4.2,oxaloacetate decarboxylase (Na+ extruding) subunit alpha
7.3.2.1,phosphate transport system ATP-binding protein
7.3.2.2,phosphonate transport system ATP-binding protein
7.3.2.3,sulfate/thiosulfate transport system ATP-binding protein
7.3.2.5,molybdate transport system ATP-binding protein
7.4.2.1,polar amino acid transport system ATP-binding protein
7.5.2.1,ABC-type maltose transporter
7.5.2.4,teichoic acid transport system ATP-binding protein
7.5.2.6,"ATP-binding cassette, subfamily B, bacterial MsbA"
7.6.2.1,phospholipid-translocating ATPase
7.6.2.2,"ATP-binding cassette, subfamily B (MDR/TAP), member 1"
7.6.2.5,heme exporter protein A
7.6.2.7,taurine transport system ATP-binding protein
